GENERIC,SAMPLEID,MISSION,STATION,LANDMARK,BAGNUMBER,ORIGINALWEIGHT,SAMPLETYPE,SAMPLESUBTYPE,PRISTINITY,PRISTINITYDATE,HASTHINSECTION,HASDISPLAYSAMPLE,DISPLAYSAMPLENUMBER,GENERICDESCRIPTION
60017,429,Apollo 16,13,SHADOW ROCK,,2102,Breccia,Impact Melt,95.588,2014-11-01 0:00:00,TRUE,,,Variolitic
60018,430,Apollo 16,10,,,1501,Breccia,Impact Melt,95.442,2014-09-01 0:00:00,TRUE,,,Basaltic
60019,431,Apollo 16,10,,,1887,Breccia,Regolith,96.48,2015-03-01 0:00:00,TRUE,,,Glassy
60025,432,Apollo 16,10,,,1836,Breccia,Anorthosite,43.614,2015-03-01 0:00:00,TRUE,TRUE,"60025,821; 60025,53; 60025,54; 60025,126",Pristine cataclastic anorthosite (G)
60035,433,Apollo 16,10,,,1052,Breccia,Fragmental,97.688,2014-04-01 0:00:00,TRUE,,,Polymict granoblastic
60050,434,Apollo 16,10,,,0,Soil,Unsieved,100,2007-08-01 0:00:00,FALSE,,,
60054,435,Apollo 16,,,,8.4,Soil,4-10mm,97.26,2007-08-01 0:00:00,FALSE,,,
60055,436,Apollo 16,10,,,35.48,Breccia,Anorthosite,95.896,2014-03-01 0:00:00,TRUE,,,Pristine cataclastic anorthosite
60056,437,Apollo 16,10,,,16.07,Breccia,Anorthosite,95.744,2012-03-01 0:00:00,TRUE,,,Cataclastic anorthosite (G)
60075,438,Apollo 16,10,,,183.8,Breccia,Fragmental,96.163,2012-08-01 0:00:00,TRUE,,,polymict
60095,439,Apollo 16,10,,,46.6,Breccia,Glass,91.291,2013-11-01 0:00:00,TRUE,,,Glass
60115,440,Apollo 16,10,,,132.5,Breccia,Impact Melt,96.955,2013-06-01 0:00:00,TRUE,,,"clast rich, glassy matrix"
60135,441,Apollo 16,10,,,137.7,Breccia,Anorthosite,94.713,2012-11-01 0:00:00,TRUE,,,Cataclastic anorthosite (G)
60215,442,Apollo 16,10,,,385.8,Breccia,Anorthosite,95.089,2015-02-01 0:00:00,TRUE,,,Pristine cataclastic anorthosite (G)
60235,443,Apollo 16,10,,,70.13,Breccia,Impact Melt,94.602,2013-09-01 0:00:00,TRUE,,,Basaltic
60255,444,Apollo 16,10,,,871,Breccia,Regolith,92.908,2015-03-01 0:00:00,TRUE,,,
60275,446,Apollo 16,10,,,255.2,Breccia,Regolith,94.439,2013-11-01 0:00:00,TRUE,,,Glassy
60315,447,Apollo 16,10,,,787.7,Breccia,Impact Melt,89.273,2015-01-01 0:00:00,TRUE,,,Poikilitic
60335,448,Apollo 16,10,,,317.8,Breccia,Impact Melt,85.476,2014-09-01 0:00:00,TRUE,,,Basaltic
60504,449,Apollo 16,,,,6.63,Soil,4-10mm,93.82,2007-08-01 0:00:00,FALSE,,,
60515,450,Apollo 16,10,,,16.74,Breccia,Anorthosite,98.244,2012-03-01 0:00:00,TRUE,,,Cataclastic anorthosite
60516,451,Apollo 16,10,,,7.91,Breccia,Anorthosite,97.219,2012-03-01 0:00:00,TRUE,,,Cataclastic anorthosite
60517,452,Apollo 16,10,,,1.23,Breccia,Anorthosite,100,2007-08-01 0:00:00,FALSE,,,Cataclastic anorthosite
60518,453,Apollo 16,10,,,1.12,Breccia,Anorthosite,78.304,2012-11-01 0:00:00,TRUE,,,Cataclastic anorthosite
60519,454,Apollo 16,10,,,0.5,Breccia,Anorthosite,100,2007-08-01 0:00:00,FALSE,,,Cataclastic anorthosite
60525,455,Apollo 16,10,,,12.84,Breccia,Impact Melt,91.262,2012-03-01 0:00:00,TRUE,,,Poikilitic
60526,456,Apollo 16,10,,,8.42,Breccia,Impact Melt,84.276,2012-03-01 0:00:00,TRUE,,,Poikilitic
60527,457,Apollo 16,10,,,7.36,Breccia,Impact Melt,98.234,2011-02-01 0:00:00,TRUE,,,Crystalline polymict glass (G)
60528,458,Apollo 16,10,,,2.94,Breccia,Impact Melt,100,2007-08-01 0:00:00,FALSE,,,Glassy
60529,459,Apollo 16,10,,,1.24,Breccia,Impact Melt,84.677,2012-03-01 0:00:00,TRUE,,,Basaltic
60535,460,Apollo 16,10,,,7.23,Breccia,Fragmental,89.959,2013-04-01 0:00:00,TRUE,,,polymict
60604,461,Apollo 16,,,,3.94,Soil,4-10mm,100,2007-08-01 0:00:00,FALSE,,,
60615,462,Apollo 16,10,,,32.97,Breccia,Impact Melt,92.126,2013-09-01 0:00:00,TRUE,,,Basaltic
60616,463,Apollo 16,10,,,3.4,Breccia,Impact Melt,84.941,2012-03-01 0:00:00,TRUE,,,Poikilitic
60617,464,Apollo 16,10,,,2.77,Breccia,Impact Melt,100,2007-08-01 0:00:00,FALSE,,,Crystalline
60618,465,Apollo 16,10,,,21.67,Breccia,Impact Melt,92.358,2014-09-01 0:00:00,TRUE,,,Basaltic /anorthosite
60619,466,Apollo 16,10,,,28,Crustal,Anorthosite,90.754,2013-07-01 0:00:00,TRUE,,,Granoblastic anorthosite (G)
60625,467,Apollo 16,10,,,117,Breccia,Impact Melt,93.263,2012-03-01 0:00:00,TRUE,,,Poikilitic
60626,468,Apollo 16,10,,,15.87,Breccia,Impact Melt,87.372,2012-03-01 0:00:00,TRUE,,,Poikilitic
60627,469,Apollo 16,10,,,12.09,Breccia,Impact Melt,97.34,2007-08-01 0:00:00,FALSE,,,Crystalline
60628,470,Apollo 16,10,,,6.86,Breccia,Anorthosite,100,2007-08-01 0:00:00,FALSE,,,Cataclastic anorthosite (G)
60629,471,Apollo 16,10,,,4.92,Breccia,Anorthosite,92.683,2013-07-01 0:00:00,TRUE,,,Cataclastic anorthosite (G)
60635,472,Apollo 16,10,,,15.05,Breccia,Impact Melt,67.176,2013-11-01 0:00:00,TRUE,,,Basaltic
60636,473,Apollo 16,10,,,35.65,Breccia,Impact Melt,87.459,2012-03-01 0:00:00,TRUE,,,Basaltic/poikilitic
60637,474,Apollo 16,10,,,7.98,Breccia,Fragmental,91.228,2013-04-01 0:00:00,TRUE,,,polymict
60638,475,Apollo 16,10,,,0.72,Breccia,Fragmental,100,2007-08-01 0:00:00,FALSE,,,polymict
60639,476,Apollo 16,10,,,175.1,Breccia,Fragmental,97.171,2014-10-01 0:00:00,TRUE,,,polymict
60645,477,Apollo 16,10,,,33.5,Breccia,Impact Melt,97.666,2012-03-01 0:00:00,TRUE,,,Fine-grained
60646,478,Apollo 16,10,,,3.39,Breccia,Impact Melt,100,2007-08-01 0:00:00,FALSE,,,Fine-grained
60647,479,Apollo 16,10,,,1.76,Breccia,Impact Melt,100,2007-08-01 0:00:00,FALSE,,,Glassy
60648,480,Apollo 16,10,,,2.84,Breccia,Impact Melt,100,2007-08-01 0:00:00,FALSE,,,"clast rich, Glassy"
60649,481,Apollo 16,10,,,1.03,Breccia,Impact Melt,100,2007-08-01 0:00:00,FALSE,,,"clast rich, Glassy"
60655,482,Apollo 16,10,,,8.63,Breccia,Impact Melt,97.335,2011-02-01 0:00:00,TRUE,,,Glassy
60656,483,Apollo 16,10,,,11.23,Breccia,Impact Melt,98.041,2012-03-01 0:00:00,TRUE,,,Glassy
60657,484,Apollo 16,10,,,6.05,Breccia,Fragmental,98.017,2011-02-01 0:00:00,TRUE,,,polymict
60658,485,Apollo 16,10,,,5.47,Breccia,Impact Melt,94.333,2012-03-01 0:00:00,TRUE,,,Glassy
60659,486,Apollo 16,10,,,22.2,Breccia,Fragmental,98.784,2012-03-01 0:00:00,TRUE,,,polymict
60665,487,Apollo 16,10,,,90.1,Breccia,Glass,99.02,2012-03-01 0:00:00,TRUE,,,"few clasts, ves"
60666,488,Apollo 16,10,,,15.95,Breccia,Impact Melt,88.42,2012-03-01 0:00:00,TRUE,,,Glassy
60667,489,Apollo 16,10,,,7.66,Breccia,Impact Melt,90.209,2012-03-01 0:00:00,TRUE,,,Glassy/basaltic
60668,490,Apollo 16,10,,,2.91,Breccia,Impact Melt,100,2007-08-01 0:00:00,FALSE,,,Glassy
60669,491,Apollo 16,10,,,2.54,Breccia,Impact Melt,100,2007-08-01 0:00:00,FALSE,,,Glassy
60675,492,Apollo 16,10,,,1.3,Breccia,Impact Melt,100,2007-08-01 0:00:00,FALSE,,,Fine-grained
60676,493,Apollo 16,10,,,8.92,Breccia,Impact Melt,97.197,2012-03-01 0:00:00,TRUE,,,Glassy
60677,494,Apollo 16,10,,,5.23,Breccia,Impact Melt,98.47,2011-02-01 0:00:00,TRUE,,,"clast rich, Glassy"
60678,495,Apollo 16,10,,,1.25,Breccia,Impact Melt,100,2007-08-01 0:00:00,FALSE,,,Glassy
60679,496,Apollo 16,10,,,2.96,Breccia,Impact Melt,100,2007-08-01 0:00:00,FALSE,,,Glassy
61015,497,Apollo 16,1,,,1804,Breccia,Impact Melt,96.511,2014-11-01 0:00:00,TRUE,,,Dilithologic
61016,498,Apollo 16,1,,,11729,Breccia,Impact Melt,95.234,2015-02-01 0:00:00,TRUE,TRUE,"61,016,116",Basaltic pristine anorthosite (G)
61135,499,Apollo 16,1,PLUM CRATER,,245.1,Breccia,Fragmental,93.308,2013-06-01 0:00:00,TRUE,,,polymict
61144,500,Apollo 16,,,,5.71,Soil,4-10mm,98.49,2007-08-01 0:00:00,TRUE,,,
61155,501,Apollo 16,1,,,47.59,Breccia,Impact Melt,98.28,2007-08-01 0:00:00,TRUE,,,Glassy
61156,502,Apollo 16,1,,,58.46,Breccia,Impact Melt,66.406,2012-09-01 0:00:00,TRUE,,,Meta-poikilitic
61164,503,Apollo 16,,,,2.16,Soil,4-10mm,99.95,2007-08-01 0:00:00,FALSE,,,
61175,504,Apollo 16,1,PLUM CRATER,,542.7,Breccia,Fragmental,83.398,2014-12-01 0:00:00,TRUE,,,polymict
61184,505,Apollo 16,,,,0,Soil,4-10mm,96.158,2012-03-01 0:00:00,TRUE,,,
61195,506,Apollo 16,1,PLUM CRATER,,587.9,Breccia,Regolith,96.183,2014-09-01 0:00:00,TRUE,,,
61220,507,Apollo 16,1,PLUM CRATER,,0,Soil,Unsieved,94.638,2013-11-01 0:00:00,TRUE,,,
61222,508,Apollo 16,,,,0,Soil,1-2mm,42.17,2012-03-01 0:00:00,TRUE,,,
61223,509,Apollo 16,,,,0,Soil,2-4mm,87.482,2015-03-01 0:00:00,TRUE,,,
61224,510,Apollo 16,,,,0,Soil,4-10mm,89.603,2015-03-01 0:00:00,TRUE,,,
61244,511,Apollo 16,,,,0,Soil,4-10mm,95.472,2011-07-01 0:00:00,FALSE,,,
61284,512,Apollo 16,,,,0,Soil,4-10mm,102.1,2007-08-01 0:00:00,FALSE,,,
61295,513,Apollo 16,1,PLUM CRATER,,187,Breccia,Regolith,92.033,2014-04-01 0:00:00,TRUE,,,
61504,514,Apollo 16,,,,0,Soil,4-10mm,95.378,2013-04-01 0:00:00,TRUE,,,
61515,515,Apollo 16,1,,,2,Breccia,Fragmental,100,2007-08-01 0:00:00,FALSE,,,
61516,516,Apollo 16,1,,,2.38,Breccia,Fragmental,80.966,2012-03-01 0:00:00,TRUE,,,polymict
61517,517,Apollo 16,1,,,0.47,Breccia,Fragmental,100,2007-08-01 0:00:00,FALSE,,,polymict
61518,518,Apollo 16,1,,,0.16,Breccia,Fragmental,100,2007-08-01 0:00:00,FALSE,,,polymict
61519,519,Apollo 16,1,,,0.33,Breccia,Fragmental,100,2007-08-01 0:00:00,FALSE,,,polymict
61525,520,Apollo 16,1,,,10.35,Breccia,Fragmental,96.792,2012-03-01 0:00:00,TRUE,,,"Polymict, Glassy"
61526,521,Apollo 16,1,,,4.08,Breccia,Fragmental,100,2007-08-01 0:00:00,FALSE,,,polymict
61527,522,Apollo 16,1,,,0.52,Breccia,Fragmental,100,2007-08-01 0:00:00,FALSE,,,polymict
61528,523,Apollo 16,1,,,0.24,Breccia,Fragmental,100,2007-08-01 0:00:00,FALSE,,,polymict
61529,524,Apollo 16,1,,,0.28,Breccia,Fragmental,100,2007-08-01 0:00:00,FALSE,,,polymict
61535,525,Apollo 16,1,,,0.23,Breccia,Fragmental,86.957,2012-03-01 0:00:00,TRUE,,,polymict
61536,526,Apollo 16,1,,,85.99,Breccia,Fragmental,99.465,2014-04-01 0:00:00,TRUE,,,Glassy
61537,527,Apollo 16,1,,,6.62,Breccia,Fragmental,100,2007-08-01 0:00:00,FALSE,,,Fragmental polymict breccia (G)
61538,528,Apollo 16,1,,,4.76,Breccia,Fragmental,92.542,2012-03-01 0:00:00,TRUE,,,polymict
61539,529,Apollo 16,1,,,5.78,Breccia,Unclassified,100,2007-08-01 0:00:00,FALSE,,,Glassy breccia
61545,530,Apollo 16,1,,,3.61,Breccia,Fragmental,100,2007-08-01 0:00:00,FALSE,,,Fragmental polymict breccia (G)
61546,531,Apollo 16,1,,,110.7,Breccia,Impact Melt,99.079,2012-03-01 0:00:00,TRUE,,,Glassy
61547,532,Apollo 16,1,,,17.93,Breccia,Impact Melt,93.35,2007-08-01 0:00:00,TRUE,,,Basaltic
61548,533,Apollo 16,1,,,24.18,Breccia,Impact Melt,98.172,2012-03-01 0:00:00,TRUE,,,Glassy
61549,534,Apollo 16,1,,,3.76,Breccia,Impact Melt,91.223,2012-03-01 0:00:00,TRUE,,,Basaltic/poikilitic
61555,535,Apollo 16,1,,,3.46,Breccia,Impact Melt,100,2007-08-01 0:00:00,FALSE,,,Glassy impact melt
61556,536,Apollo 16,1,,,2.23,Breccia,Impact Melt,98.655,2012-03-01 0:00:00,TRUE,,,Devitrified Glass
61557,537,Apollo 16,1,,,0.93,Breccia,Impact Melt,100,2007-08-01 0:00:00,FALSE,,,Glass
61558,538,Apollo 16,1,,,3,Breccia,Impact Melt,98,2007-08-01 0:00:00,TRUE,,,Devitrified Glass
61559,539,Apollo 16,1,,,0.62,Breccia,Impact Melt,82.26,2007-08-01 0:00:00,TRUE,,,Glassy
61565,540,Apollo 16,1,,,0.88,Breccia,Unclassified,100,2007-08-01 0:00:00,FALSE,,,Glassy breccia
61566,541,Apollo 16,1,,,0.66,Breccia,Impact Melt,100,2007-08-01 0:00:00,FALSE,,,Glassy impact melt
61567,542,Apollo 16,1,,,0.19,Breccia,Impact Melt,100,2007-08-01 0:00:00,FALSE,,,Glassy impact melt
61568,543,Apollo 16,1,,,19.32,Breccia,Impact Melt,93.499,2012-03-01 0:00:00,TRUE,,,Basaltic/poikilitic
61569,544,Apollo 16,1,,,12.02,Breccia,Impact Melt,93.586,2012-03-01 0:00:00,TRUE,,,Poikilitic
61575,545,Apollo 16,1,,,5.26,Breccia,Impact Melt,94.75,2007-08-01 0:00:00,TRUE,,,Crystalline
61576,546,Apollo 16,1,,,5.87,Basalt,Plagioclase,98.024,2012-03-01 0:00:00,TRUE,,,Plagioclase crystal (G)
61577,547,Apollo 16,1,,,0.21,Crustal,Anorthosite,76.19,2014-03-01 0:00:00,TRUE,,,Granoblastic troctolitic anorthosite (G)
62234,548,Apollo 16,,,,8.46,Soil,4-10mm,98.27,2007-08-01 0:00:00,FALSE,,,
62235,549,Apollo 16,2,,,319.6,Breccia,Impact Melt,81.922,2015-02-01 0:00:00,TRUE,,,Poikilitic
62236,550,Apollo 16,2,,,57.27,Crustal,Anorthosite,76.759,2014-09-01 0:00:00,TRUE,,,Pristine noritic anorthosite
62237,551,Apollo 16,2,,,62.35,Crustal,Anorthosite,62.808,2014-09-01 0:00:00,TRUE,,,Pristine troctolitic anorthosite
62240,552,Apollo 16,2,BUSTER CRATER,,0,Soil,Unsieved,90.56,2012-03-01 0:00:00,FALSE,,,
62244,553,Apollo 16,,,,16.37,Soil,4-10mm,98.05,2007-08-01 0:00:00,FALSE,,,
62255,554,Apollo 16,2,,,1239,Breccia,Fragmental,93.763,2015-02-01 0:00:00,TRUE,,,"Dilithologic , cataclastic anorthosite clasts"
62275,555,Apollo 16,2,,,443,Breccia,Anorthosite,98.007,2013-11-01 0:00:00,TRUE,,,Cataclastic anorthosite
62284,556,Apollo 16,,,,14.3,Soil,4-10mm,96.62,2007-08-01 0:00:00,FALSE,,,
62295,557,Apollo 16,2,,,250.8,Breccia,Impact Melt,77.695,2014-09-01 0:00:00,TRUE,,,Basaltic
63324,558,Apollo 16,,,,1.15,Soil,4-10mm,100,2007-08-01 0:00:00,FALSE,,,
63335,559,Apollo 16,13,SHADOW ROCK,,65.4,Breccia,Impact Melt,80.304,2014-09-01 0:00:00,TRUE,,,Fine-grained
63344,560,Apollo 16,,,,0.96,Soil,4-10mm,72.917,2012-03-01 0:00:00,FALSE,,,
63355,561,Apollo 16,13,SHADOW ROCK,,68.24,Breccia,Impact Melt,77.836,2013-12-01 0:00:00,TRUE,,,Poikilitic
63504,562,Apollo 16,,,,17.34,Soil,4-10mm,90.17,2010-11-01 0:00:00,TRUE,,,
63505,563,Apollo 16,13,,,5.41,Breccia,Impact Melt,87.65,2007-08-01 0:00:00,TRUE,,,Fine-grained
63506,564,Apollo 16,13,,,4.9,Breccia,Impact Melt,95.204,2011-02-01 0:00:00,TRUE,,,Basaltic
63507,565,Apollo 16,13,,,2.78,Breccia,Fragmental,82.122,2013-11-01 0:00:00,TRUE,,,Fragmental regolith breccia (G)
63508,566,Apollo 16,13,,,2.61,Breccia,Impact Melt,90.57,2007-08-01 0:00:00,TRUE,,,Fine-grained
63509,567,Apollo 16,13,,,2.05,Breccia,Impact Melt,90.1,2007-08-01 0:00:00,TRUE,,,Fine-grained
63515,568,Apollo 16,13,,,1.32,Breccia,Impact Melt,88.86,2007-08-01 0:00:00,TRUE,,,Fine-grained impact melt
63525,569,Apollo 16,13,,,6.68,Breccia,Impact Melt,54.671,2013-12-01 0:00:00,TRUE,,,Fine-grained
63526,570,Apollo 16,13,,,2.91,Breccia,Impact Melt,92.2,2007-08-01 0:00:00,TRUE,,,Fine-grained
63527,571,Apollo 16,13,,,6.1,Breccia,Impact Melt,92.67,2007-08-01 0:00:00,TRUE,,,Basaltic
63528,572,Apollo 16,13,,,4.12,Breccia,Impact Melt,92.74,2007-08-01 0:00:00,TRUE,,,Fine-grained
63529,573,Apollo 16,13,,,23.48,Breccia,Impact Melt,98.14,2007-08-01 0:00:00,TRUE,,,Fine-grained
63535,574,Apollo 16,13,,,6.85,Breccia,Impact Melt,86.555,2012-12-01 0:00:00,TRUE,,,Basaltic
63536,575,Apollo 16,13,,,1.02,Breccia,Impact Melt,80.59,2007-08-01 0:00:00,TRUE,,,Basaltic
63537,576,Apollo 16,13,,,4.78,Breccia,Impact Melt,93.494,2011-02-01 0:00:00,TRUE,,,Basaltic
63538,577,Apollo 16,13,,,35.06,Breccia,Impact Melt,98.303,2014-09-01 0:00:00,TRUE,,,Fine-grained /glass
63539,578,Apollo 16,13,,,0.39,Breccia,Impact Melt,89.74,2007-08-01 0:00:00,TRUE,,,Fine-grained
63545,579,Apollo 16,13,,,15.95,Breccia,Impact Melt,88.727,2014-09-01 0:00:00,TRUE,,,Basaltic
63546,580,Apollo 16,13,,,9.23,Breccia,Impact Melt,96.89,2007-08-01 0:00:00,TRUE,,,Fine-grained
63547,581,Apollo 16,13,,,4.9,Breccia,Impact Melt,94.898,2014-04-01 0:00:00,TRUE,,,Poikilitic
63548,582,Apollo 16,13,,,1.13,Breccia,Impact Melt,77.611,2009-11-01 0:00:00,TRUE,,,Fine-grained
63549,583,Apollo 16,13,,,26.57,Breccia,Impact Melt,65.205,2013-12-01 0:00:00,TRUE,,,Basaltic
63555,584,Apollo 16,13,,,3.38,Breccia,Impact Melt,86.45,2007-08-01 0:00:00,TRUE,,,clast rich
63556,585,Apollo 16,13,,,18.1,Breccia,Impact Melt,86.365,2014-04-01 0:00:00,TRUE,,,Poikilitic
63557,586,Apollo 16,13,,,7.53,Breccia,Impact Melt,95.697,2012-03-01 0:00:00,TRUE,,,Fine-grained
63558,587,Apollo 16,13,,,7.09,Breccia,Impact Melt,96.276,2010-05-01 0:00:00,TRUE,,,Poikilitic
63559,588,Apollo 16,13,,,6.04,Breccia,Impact Melt,93.38,2007-08-01 0:00:00,TRUE,,,Devitrified Glass
63565,589,Apollo 16,13,,,0.94,Breccia,Impact Melt,89.894,2011-02-01 0:00:00,TRUE,,,Devitrified Glass
63566,590,Apollo 16,13,,,19.61,Breccia,Impact Melt,95.11,2012-05-01 0:00:00,TRUE,,,"Devitrified Glass, cataclastic anorthosite clast"
63567,591,Apollo 16,13,,,3.21,Breccia,Impact Melt,90.935,2011-02-01 0:00:00,TRUE,,,Devitrified Glass
63568,592,Apollo 16,13,,,4.06,Breccia,Impact Melt,93.1,2007-08-01 0:00:00,TRUE,,,Devitrified Glass
63569,593,Apollo 16,13,,,0.43,Breccia,Unclassified,93.02,2007-08-01 0:00:00,TRUE,,,Glass
63575,594,Apollo 16,13,,,4.72,Breccia,Impact Melt,94.703,2012-05-01 0:00:00,TRUE,,,Glass enclosing white clast
63576,595,Apollo 16,13,,,1.23,Breccia,Impact Melt,93.496,2012-07-01 0:00:00,TRUE,,,Glass enclosing white clasts
63577,596,Apollo 16,13,,,12.41,Breccia,Impact Melt,97.99,2007-08-01 0:00:00,TRUE,,,"Crystalline, polymict"
63578,597,Apollo 16,13,,,19.6,Breccia,Impact Melt,90.949,2012-05-01 0:00:00,TRUE,,,Glassy/fine-grained
63579,598,Apollo 16,13,,,11.35,Breccia,Impact Melt,95.18,2007-08-01 0:00:00,TRUE,,,Fine-grained
63585,599,Apollo 16,13,,,32.62,Breccia,Impact Melt,92.922,2014-09-01 0:00:00,TRUE,,,Basaltic/poikilitic
63586,600,Apollo 16,13,,,1.98,Breccia,Impact Melt,88.43,2007-08-01 0:00:00,TRUE,,,Fine-grained
63587,601,Apollo 16,13,,,20.51,Breccia,Impact Melt,98.03,2007-08-01 0:00:00,TRUE,,,Poikilitic
63588,602,Apollo 16,13,,,2.4,Breccia,Fragmental,45.208,2014-04-01 0:00:00,TRUE,,,polymict
63589,603,Apollo 16,13,,,13.51,Breccia,Fragmental,97.483,2012-03-01 0:00:00,TRUE,,,polymict
63595,604,Apollo 16,13,,,2.1,Breccia,Fragmental,88.571,2013-08-01 0:00:00,TRUE,,,polymict
63596,605,Apollo 16,13,,,6.4,Breccia,Impact Melt,95.594,2011-02-01 0:00:00,TRUE,,,Poikilitic
63597,606,Apollo 16,13,,,5.67,Breccia,Impact Melt,96.54,2007-08-01 0:00:00,TRUE,,,Poikilitic
63598,607,Apollo 16,13,,,12.66,Breccia,Impact Melt,95.174,2014-04-01 0:00:00,TRUE,,,Poikilitic
64001,609,Apollo 16,4,STONE MOUNTAIN,,752.3,Core,unsieved,78.533,2014-12-01 0:00:00,TRUE,,,
64002,610,Apollo 16,4,STONE MOUNTAIN,,584.1,Core,unsieved,76.609,2014-12-01 0:00:00,TRUE,,,
64423,611,Apollo 16,,,,3.76,Soil,2-4mm,72.633,2012-03-01 0:00:00,TRUE,,,
64424,612,Apollo 16,,,,2.06,Soil,4-10mm,100,2007-08-01 0:00:00,FALSE,,,
64425,613,Apollo 16,4,,,14.62,Breccia,Fragmental,77.305,2014-08-01 0:00:00,TRUE,,,Dilithologic
64435,614,Apollo 16,4,,,1079,Breccia,Impact Melt,90.851,2014-12-01 0:00:00,TRUE,,,Fine-grained
64455,615,Apollo 16,4,,,56.68,Breccia,Impact Melt,24.52,2014-05-01 0:00:00,TRUE,,,Basaltic
64475,616,Apollo 16,4,,,1032,Breccia,Impact Melt,94.347,2015-02-01 0:00:00,TRUE,,,Dilithologic
64476,617,Apollo 16,4,,,125.1,Breccia,Impact Melt,94.877,2013-12-01 0:00:00,TRUE,,,Dilithologic
64477,618,Apollo 16,4,,,19.32,Breccia,Fragmental,94.51,2007-08-01 0:00:00,TRUE,,,Glassy
64478,619,Apollo 16,4,,,12.34,Breccia,Impact Melt,97.49,2007-08-01 0:00:00,TRUE,,,Poikilitic
64501,620,Apollo 16,,,,495.7,Soil,<1 mm,83.587,2014-11-01 0:00:00,TRUE,,,
64504,621,Apollo 16,,,,24.15,Soil,4-10mm,97.901,2011-07-01 0:00:00,FALSE,,,
64535,622,Apollo 16,4,,,256.6,Breccia,Impact Melt,98.372,2014-04-01 0:00:00,TRUE,,,"clast rich, Dilithologic"
64536,623,Apollo 16,4,,,177.5,Breccia,Impact Melt,96.738,2014-04-01 0:00:00,TRUE,,,"clast rich, Dilithologic"
64537,624,Apollo 16,4,,,124.3,Breccia,Impact Melt,96.825,2014-04-01 0:00:00,TRUE,,,"clast rich, Dilithologic"
64538,625,Apollo 16,4,,,30.03,Breccia,Impact Melt,99.16,2007-08-01 0:00:00,TRUE,,,Polylithologic
64539,626,Apollo 16,4,,,17.76,Breccia,Fragmental,98.029,2012-04-01 0:00:00,TRUE,,,Dilithologic
64545,627,Apollo 16,4,,,14.09,Breccia,Fragmental,97.012,2014-04-01 0:00:00,TRUE,,,Dilithologic
64546,628,Apollo 16,4,,,12.8,Breccia,Fragmental,98.594,2012-03-01 0:00:00,FALSE,,,Dilithologic
64547,629,Apollo 16,4,,,10.9,Breccia,Impact Melt,96.514,2014-04-01 0:00:00,TRUE,,,Polylithologic
64548,630,Apollo 16,4,,,8.49,Breccia,Fragmental,96.584,2012-03-01 0:00:00,TRUE,,,Dilithologic
64549,631,Apollo 16,4,,,6.47,Breccia,Fragmental,96.6,2014-04-01 0:00:00,TRUE,,,Dilithologic
64555,633,Apollo 16,4,,,5.29,Breccia,Fragmental,99.622,2014-04-01 0:00:00,TRUE,,,Fragmental dilithologic breccia
64556,634,Apollo 16,4,,,5.15,Breccia,Unclassified,96.272,2014-04-01 0:00:00,TRUE,,,Dilithologic or polymict breccia
64557,635,Apollo 16,4,,,4.79,Breccia,Impact Melt,98.33,2012-05-01 0:00:00,TRUE,,,Fine-grained impact melt
64558,636,Apollo 16,4,,,3.13,Breccia,Unclassified,94.377,2014-04-01 0:00:00,TRUE,,,Dilithologic breccia
64559,637,Apollo 16,4,,,21.82,Breccia,Impact Melt,98.786,2012-05-01 0:00:00,TRUE,,,Basaltic
64565,638,Apollo 16,4,,,14.73,Breccia,Impact Melt,98.099,2011-07-01 0:00:00,TRUE,,,Glassy
64566,639,Apollo 16,4,,,14.13,Breccia,Impact Melt,96.079,2014-04-01 0:00:00,TRUE,,,white clasts
64567,640,Apollo 16,4,,,13.86,Breccia,Impact Melt,80.375,2014-09-01 0:00:00,TRUE,,,Poikilitic
64568,641,Apollo 16,4,,,9.379,Breccia,Impact Melt,98.145,2011-02-01 0:00:00,TRUE,,,Poikilitic
64569,642,Apollo 16,4,,,14.32,Breccia,Impact Melt,94.937,2012-03-01 0:00:00,TRUE,,,Poikilitic
64575,643,Apollo 16,4,,,6.837,Breccia,Impact Melt,97.7,2007-08-01 0:00:00,TRUE,,,Poikilitic
64576,644,Apollo 16,4,,,6.916,Breccia,Impact Melt,93.956,2012-03-01 0:00:00,TRUE,,,Basaltic
64577,645,Apollo 16,4,,,5.692,Breccia,Impact Melt,98.419,2012-03-01 0:00:00,TRUE,,,Glassy
64578,646,Apollo 16,4,,,5.596,Breccia,Impact Melt,96.41,2007-08-01 0:00:00,TRUE,,,Fine-grained impact melt (G)
64579,647,Apollo 16,4,,,4.802,Breccia,Impact Melt,95.752,2012-03-01 0:00:00,TRUE,,,Fine-grained
64585,648,Apollo 16,4,,,4.696,Breccia,Impact Melt,93.335,2012-03-01 0:00:00,TRUE,,,Basaltic/poikilitic
64586,649,Apollo 16,4,,,3.337,Breccia,Impact Melt,95.33,2007-08-01 0:00:00,TRUE,,,Fine-grained
64587,650,Apollo 16,4,,,7.18,Breccia,Fragmental,98.886,2012-03-01 0:00:00,TRUE,,,polymict
64588,651,Apollo 16,4,,,2.546,Breccia,Fragmental,95.29,2007-08-01 0:00:00,TRUE,,,polymict
64589,652,Apollo 16,4,,,4.039,Breccia,Anorthosite,94.06,2007-08-01 0:00:00,TRUE,,,Cataclastic anorthosite
